Title	Abstract	Authors	Publication Date	DOI
Epidemiology, risk factors and clinical course of SARS-CoV-2 infected patients in a Swiss university hospital: an observational retrospective study	BackgroundCoronavirus disease 2019 (COVID-19) is now a global pandemic with Europe and the USA at its epicenter. Little is known about risk factors for progression to severe disease in Europe. This study aims to describe the epidemiology of COVID-19 patients in a Swiss university hospital. MethodsThis retrospective observational study included all adult patients hospitalized with a laboratory confirmed SARS-CoV-2 infection from March 1 to March 25, 2020. We extracted data from electronic health records. The primary outcome was the need to mechanical ventilation at day 14. We used multivariate logistic regression to identify risk factors for mechanical ventilation. Follow-up was of at least 14 days. Results200 patients were included, of whom 37 (18{middle dot}5%) needed mechanical ventilation at 14 days. The median time from symptoms onset to mechanical ventilation was 9{middle dot}5 days (IQR 7.00, 12.75). Multivariable regression showed increased odds of mechanical ventilation in males (3.26, 1.21-9.8; p=0.025), in patients who presented with a qSOFA score [&ge;]2 (6.02, 2.09-18.82; p=0.001), with bilateral infiltrate (5.75, 1.91-21.06; p=0.004) or with a CRP of 40 mg/l or greater (4.73, 1.51-18.58; p=0.013). ConclusionsThis study gives some insight in the epidemiology and clinical course of patients admitted in a European tertiary hospital with SARS-CoV-2 infection. Male sex, high qSOFA score, CRP of 40 mg/l or greater and a bilateral radiological infiltrate could help clinicians identify patients at high risk for mechanical ventilation.	Regina, J.; Papadimitriou-Olivgeris, M.; Burger, R.; Filippidis, P.; Tschopp, J.; Desgranges, F.; Viala, B.; Kampouri, E.; Rochat, L.; Haefliger, D.; Belkoniene, M.; Fidalgo, C.; Kritikos, A.; Jaton, K.; Senn, L.; Bart, P.-A.; Pagani, J.-L.; Manuel, O.; Lhopitallier, L.	2020-05-14	10.1101/2020.05.11.20097741
Clinical Outcomes and Plasma Concentrations of Baloxavir Marboxil and Favipiravir in COVID-19 Patients: an Exploratory Randomized, Controlled Trial	BackgroundEffective antiviral drugs for COVID-19 are still lacking. This study aims to evaluate the clinical outcomes and plasma concentrations of baloxavir marboxil and favipiravir in COVID-19 patients. MethodsFavipiravir and baloxavir acid were evaluated for their antiviral activity against SARS-CoV-2 in vitro before the trial initiation. We conducted an exploratory trial with 3 arms involving hospitalized adult patients with COVID-19. Patients were randomized assigned in a 1:1:1 ratio into baloxavir marboxil group, favipiravir group, and control group. The primary outcome was the percentage of subjects with viral negative by Day 14 and the time from randomization to clinical improvement. Virus load reduction, blood drug concentration and clinical presentation were also observed. The trial was registered with Chinese Clinical Trial Registry (ChiCTR 2000029544). ResultsBaloxavir showed antiviral activity in vitro with the half-maximal effective concentration (EC50) of 5.48 {micro}M comparable to arbidol and lopinavir, but favipiravir didnt demonstrate significant antiviral activity up to 100 {micro}M. Thirty patients were enrolled. The percentage of patients who turned viral negative after 14-day treatment was 70%, 77%, and 100% in the baloxavir, favipiravir, and control group respectively, with the medians of time from randomization to clinical improvement was 14, 14 and 15 days, respectively. One reason for the lack of virological effect and clinical benefits may be due to insufficient concentrations of these drugs relative to their antiviral activities. ConclusionsOur findings do not support that adding either baloxavir or favipiravir under the trial dosages to the existing standard treatment.	Lou, Y.; Liu, L.; Qiu, Y.	2020-05-05	10.1101/2020.04.29.20085761
Plasma concentration and safety of lopinavir/ritonavir in patients with Covid-19: a retrospective cohort study	BackgroundThere is an urgent need of active treatment for coronavirus disease 2019 (Covid-19). Although efficacy have not been proven, lopinavir/ritonavir 400 mg/100 mg twice daily has been proposed as a treatment of moderate to severe Covid-19. Previously published cohorts showed Covid-19 is associated with major inflammation. To date, no data are available regarding lopinavir/ritonavir plasma concentration and its safety in Covid-19 patients. MethodsReal-world Covid-19 experience based on a retrospective cohort study. ResultsOn the cohort of 31 patients treated by lopinavir/ritonavir for Covid-19, we observed very high lopinavir plasma concentrations, increased of 4.6-fold (IQR 2.9-6.4), with regards to average plasma concentrations in HIV treatment. All except two patients were above the upper limit of the concentration ranges of HIV treatment. In this cohort, about one over four to five patients prematurely stopped lopinavir/ritonavir therapy due to a moderate adverse drug reaction, mainly hepatic and gastrointestinal disorders. ConclusionPatients with Covid-19 pneumonitis treated with lopinavir/ritonavir have plasma concentrations dramatically higher than expected. Owing to that high plasma concentration may be required for antiviral activity against SARS-CoV-2, it appears that lopinavir dosage should not be reduced in the absence of adverse effect. About 80% of the patients well tolerated lopinavir/ritonavir therapy under these plasma concentrations. However, cautious is necessary as drug repurposing can be associated with a new drug safety profile. FundingNone	Chouchana, L.; Boujaafar, S.; Gana, I.; Preta, L.-H.; Regard, L.; Legendre, P.; Azoulay, C.; Canouï, E.; Zerbit, J.; Carlier, N.; Terrier, B.; Kerneis, S.; Batista, R.; Treluyer, J.-M.; Zheng, Y.; Benaboud, S.	2020-05-22	10.1101/2020.05.18.20105650
COVID-19 in Iran, a comprehensive investigation from exposure to treatment outcomes	PurposeThere is a growing need for information regarding the recent coronavirus disease of 2019 (Covid-19). We present a comprehensive report of Covid-19 patients in Iran. MethodsOne hundred hospitalized patients with Covid-19 were studied. Data on potential source of exposure, demographic, clinical, and paraclinical features, therapy outcome, and post-discharge follow-up were analyzed. ResultsThe median age of the patients was 58 years, and the majority of the patients (72.7%) were above 50 years of age. Fever was present in 45.2% of the patients on admission. The most common clinical symptoms were shortness of breath (74%) and cough (68%). Most patients had elevated C-reactive protein (92.3%), elevated erythrocyte sedimentation rate (82.9%), lymphocytopenia (74.2 %) on admission. Lower lobes of the lung were most commonly involved, and ground-glass opacity (81.8%) was the most frequent finding in CT scans. The administration of hydroxychloroquine improved the clinical outcome of the patients. Lopinavir/ritonavir was efficacious at younger ages. Of the 70 discharged patients, 40% had symptom relapse, (8.6%) were readmitted to the hospital, and 3 patients (4.3%) died. ConclusionThis report demonstrates a heterogeneous nature of clinical manifestations in patients affected with Covid-19. The most common presenting symptoms are non-specific, so attention should be made on broader testing, especially in age groups with the greatest risk and younger individuals who can serve as carriers of the disease. Hydroxychloroquine and lopinavir/ritonavir (in younger age group) can be potential treatment options. Finally, patients discharged from the hospital should be followed up because of potential symptom relapse.	Ashraf, M. A.; Shokouhi, N.; Shirali, E.; Davari-tanha, F.; Memar, O.; Kamalipour, A.; Azarnoush, A.; Mabadi, A.; Ossareh, A.; Sanginabadi, M.; Mokhtari Azad, T.; Aghaghazvini, L.; Ghaderkhani, S.; Poordast, T.; Pourdast, A.; Nazemi, P.	2020-04-24	10.1101/2020.04.20.20072421
Clinical characteristics of imported and second-generation COVID-19 cases outside Wuhan, China: A multicenter retrospective study	BackgroundThe mortality of COVID-19 differs between countries and regions. By now, reports on COVID-19 are largely focused on first-generation cases. This study aimed to clarify the clinical characteristics of imported and second-generation cases. MethodsThis retrospective, multicenter cohort study included 134 confirmed COVID-19 cases from 9 cities outside Wuhan. Epidemiological, clinical and outcome data were extracted from medical records and were compared between severe and non-severe cases. We further profiled the dynamic laboratory findings of some patients. Results34.3% of the 134 patients were severe cases, and 11.2% had complications. As of March 7, 2020, 91.8% patients were discharged and one patient (0.7%) died. The median age was 46 years. The median interval from symptom onset to hospital admission was 4.5 (IQR 3-7) days. The median lymphocyte count was 1.1x109/L. Age, lymphocyte count, CRP, ESR, DBIL, LDH, HBDH showed difference between severe and no-severe cases (all P<0.05). Baseline lymphocyte count was higher in the survived patients than in the non-survivor case, and it increased as the condition improved, but declined sharply when death occurred. The IL-6 level displayed a downtrend in survivors, but rose very high in the death case. Pulmonary fibrosis was found on later chest CT images in 51.5% of the pneumonia cases. ConclusionImported and second-generation cases outside Wuhan had a better prognosis than initial cases in Wuhan. Lymphocyte count and IL-6 level could be used for evaluating prognosis. Pulmonary fibrosis as the sequelae of COVID-19 should be taken into account. SummaryImported and second-generation cases manifested less complications, lower fatality, and higher discharge rate than initial cases, which may be related to the shorter interval from symptom onset to hospital admission, younger age, and higher lymphocyte count of the imported and second-generation patients. Lymphocyte count and IL-6 level could be used as indicators for evaluating prognosis. Pulmonary fibrosis was found in later chest CT images in more than half of the pneumonia cases and should be taken into account.	Shi, P.; Ren, G.; Yang, J.; Li, Z.; Deng, S.; Li, M.; Wang, S.; Xu, X.; Chen, F.; Li, Y.; Li, C.; Yang, X.; Xie, Z.; Wu, Z.; Chen, M.	2020-04-23	10.1101/2020.04.19.20071472
Clinical characteristics of patients hospitalized with COVID-19 in Spain: results from the SEMI-COVID-19 Network.	BackgroundSpain has been one of the countries most affected by the COVID-19 pandemic. ObjectiveTo create a registry of patients with COVID-19 hospitalized in Spain in order to improve our knowledge of the clinical, diagnostic, therapeutic, and prognostic aspects of this disease. MethodsA multicentre retrospective cohort study, including consecutive patients hospitalized with confirmed COVID-19 throughout Spain. Epidemiological and clinical data, additional tests at admission and at seven days, treatments administered, and progress at 30 days of hospitalization were collected from electronic medical records. ResultsUp to April 30th 2020, 6,424 patients from 109 hospitals were included. Their median age was 69.1 years (range: 18-102 years) and 56.9% were male. Prevalences of hypertension, dyslipidemia, and diabetes mellitus were 50.2%, 39.7%, and 18.7%, respectively. The most frequent symptoms were fever (86.2%) and cough (76.5%). High values of ferritin (72.4%), lactate dehydrogenase (70.2%), and D-dimer (61.5%), as well as lymphopenia (52.6%), were frequent. The most used antiviral drugs were hydroxychloroquine (85.7%) and lopinavir/ritonavir (62.4%). 31.5% developed respiratory distress. Overall mortality rate was 21.1%, with a marked increase with age (50-59 years: 4.2%, 60-69 years: 9.1%, 70-79 years: 21.4%, 80-89 years: 42.5%, [&ge;] 90 years: 51.1%). ConclusionsThe SEMI-COVID-19 Network provides data on the clinical characteristics of patients with COVID-19 hospitalized in Spain. Patients with COVID-19 hospitalized in Spain are mostly severe cases, as one in three patients developed respiratory distress and one in five patients died. These findings confirm a close relationship between advanced age and mortality.	Casas Rojo, J. M.; Anton Santos, J. M.; Millan Nunez-Cortes, J.; Lumbreras Bermejo, C.; Ramos Rincon, J. M.; Roy-Vallejo, E.; Artero Mora, A.; Arnalich Fernandez, F.; Garcia Brunen, J. M.; Vargas Nunez, J. A.; Freire Castro, S. J.; Manzano, L.; Perales Fraile, I.; Crestelo Vieitez, A.; Puchades, F.; Rodilla, E.; Solis Marquinez, M. N.; Bonet Tur, D.; Fidalgo Moreno, M. d. P.; Fonseca Aizpuru, E. M.; Carrasco Sanchez, F. J.; Rabadan Pejenaute, E.; Rubio-Rivas, M.; Torres Pena, J. D.; Gomez Huelgas, R.	2020-05-26	10.1101/2020.05.24.20111971
Clinical course and risk factors for mortality of COVID-19 patients with pre-existing cirrhosis: A multicenter cohort study	BackgroundPatients with pre-existing cirrhosis are considered at increased risk of severe coronavirus disease 2019 (COVID-19) but the clinical course in these patients has not yet been reported. This study aimed to provide a detailed report of the clinical characteristics and outcomes among COVID-19 patients with pre-existing cirrhosis. MethodsIn this retrospective, multicenter cohort study, we consecutively included all adult inpatients with laboratory-confirmed COVID-19 and pre-existing cirrhosis that had been discharged or had died by 24 March 2020 from 16 designated hospitals in China. Demographic, clinical, laboratory and radiographic findings on admission, treatment, complications during hospitalization and clinical outcomes were collected and compared between survivors and non-survivors. FindingsTwenty-one patients were included consecutively in this study, of whom 16 were cured and 5 died in hospital. Seventeen patients had compensated cirrhosis and hepatitis B virus infection was the most common etiology. Lymphocyte and platelet counts were lower, and direct bilirubin levels were higher in patients who died than those who survived (p= 0{middle dot}040, 0{middle dot}032, and 0{middle dot}006, respectively). Acute respiratory distress syndrome and secondary infection were both the most frequently observed complications. Only one patient developed acute on chronic liver failure. Of the 5 non-survivors, all patients developed acute respiratory distress syndrome and 2 patients progressed to multiple organ dysfunction syndrome. InterpretationLower lymphocyte and platelet counts, and higher direct bilirubin level might represent poor prognostic indicators in SARS-CoV-2-infected patients with pre-existing cirrhosis.	Qi, X.; Liu, Y.; Fallowfield, J. A.; Wang, J.; Wang, J.; Li, X.; Shi, J.; Pan, H.; Zou, S.; Zhang, H.; Chen, Z.; Li, F.; Luo, Y.; Mei, M.; Liu, H.; Wang, Z.; Li, J.; Yang, H.; Xiang, H.; Li, X.; Liu, T.; Zheng, M.-H.; Liu, C.; Huang, Y.; Xu, D.; Li, X.; Kang, N.; He, Q.; Gu, Y.; Zhang, G.; Shao, C.; Liu, D.; Zhang, L.; Li, X.; Kawada, N.; Jiang, Z.; Wang, F.; Xiong, B.; Takehara, T.; Rockey, D. C.; COVID-Cirrhosis-CHESS Group,  	2020-04-28	10.1101/2020.04.24.20072611
Non-severe vs severe symptomatic COVID-19: 104 cases from the outbreak on the cruise ship "Diamond Princess" in Japan	BackgroundThe ongoing outbreak of the coronavirus disease 2019 (COVID-19) is a global threat. Identification of markers for symptom onset and disease progression is a pressing issue. We compared the clinical features on admission among patients who were diagnosed with asymptomatic, mild, and severe COVID-19 at the end of observation. MethodsThis retrospective, single-center study included 104 patients with laboratory-confirmed COVID-19 from the mass infection on the Diamond Princess cruise ship from February 11 to February 25, 2020. Clinical records, laboratory data, and radiological findings were analyzed. Clinical outcomes were followed up until February 26, 2020. Clinical features on admission were compared among those with different disease severity at the end of observation. Univariate analysis identified factors associated with symptom onset and disease progression. FindingsThe median age was 68 years, and 54 patients were male. Briefly, 43, 41, and 20 patients on admission and 33, 43, and 28 patients at the end of observation had asymptomatic, mild, and severe COVID-19, respectively. Serum lactate hydrogenase levels were significantly higher in 10 patients who were asymptomatic on admission but developed symptomatic COVID-19 compared with 33 patients who remained asymptomatic throughout the observation period. Older age, consolidation on chest computed tomography, and lymphopenia on admission were more frequent in patients with severe COVID-19 than those with mild COVID-19 at the end of observation. InterpretationLactate dehydrogenase level is a potential predictor of symptom onset in COVID-19. Older age, consolidation on chest CT images, and lymphopenia might be risk factors for disease progression of COVID-19 and contribute to the clinical management. FundingNot applicable. Research in contextO_ST_ABSEvidence before this studyC_ST_ABSWe searched the PubMed database from its inception until March 1, 2020, for articles published in English using the keywords "novel coronavirus," "2019 novel coronavirus," "2019-nCoV," "Severe acute respiratory syndrome coronavirus 2," "SARS-CoV2," "COVID-19," "mass infection," "herd infection," "cruise ship," "Diamond Princess," "asymptomatic," and "subclinical." There were no published clinical studies featuring COVID-19 as a result of mass infection on board a cruise ship. We found published articles entitled "Characteristics of COVID-19 infection in Beijing" and "Radiological findings from 81 patients with COVID-19 pneumonia in Wuhan, China: a descriptive study," which compared patients with asymptomatic, mild, and severe COVID-19. However, none of the studies described potential markers for symptom onset or disease progression in patients with COVID-19. Added value of this studyWe present the differences in clinical characteristics of 104 patients with laboratory-confirmed COVID-19 as a result of mass infection on the Diamond Princess cruise ship who were treated at Self-Defense Forces Central Hospital, Japan from February 11 to February 25, 2020. On admission, 43, 41, and 20 patients had asymptomatic, mild, and severe COVID-19, respectively, whereas 33, 43, and 28 patients were determined to have asymptomatic, mild, and severe COVID-19, respectively, at the end of observation. During the observation period, 10 of the 43 (23.3%) asymptomatic patients on admission developed symptoms of COVID-19. Conversely, eight of the 84 (9.5%) patients with asymptomatic and mild COVID-19 on admission developed severe disease during the observation period. The serum lactate dehydrogenase (LDH) levels were significantly higher in 10 patients who were initially asymptomatic on admission to the hospital and developed symptomatic COVID-19 during the observation period compared with 33 patients who remained asymptomatic throughout the observation period. The prevalence rates of consolidation on chest computed tomography (CT) images and lymphopenia were significantly higher in eight patients who developed severe COVID-19 during the observation period compared with the 76 patients with asymptomatic or mild disease at the end of the observation. Older age, consolidation on chest CT, and lymphopenia on admission were more frequent in patients with severe COVID-19 (n = 28) than those with mild COVID-19 (n = 43) at the end of observation. LDH level might be marker for symptom onset in patients with COVID-19, whereas older age, consolidation on chest CT imaging, and lymphopenia are potential risk factors for disease progression. The current report findings will contribute to the improvement of clinical management in patients with COVID-19. Implications of all the available evidenceSerum LDH level is a potential predictor of symptom onset of COVID-19, whereas older age, consolidation on chest CT imaging, and lymphopenia have potential utility as markers for disease progression.	Tabata, S.; Imai, K.; Kawano, S.; Ikeda, M.; Kodama, T.; Miyoshi, K.; Obinata, H.; Mimura, S.; Kodera, T.; Kitagaki, M.; Sato, M.; Suzuki, S.; Ito, T.; Uwabe, Y.; Tamura, K.	2020-03-20	10.1101/2020.03.18.20038125
Epidemiologic and Clinical Characteristics of 91 Hospitalized Patients with COVID-19 in Zhejiang, China: A retrospective, multi-centre case series	BackgroundRecent studies have focused initial clinical and Epidemiologic characteristics on the COVID-19, mainly revealing situation in Wuhan, Hubei. AimTo reveal more data on the epidemiologic and clinical characteristics of COVID-19 patients outside of Wuhan, in Zhejiang, China. DesignRetrospective case series. Methods88 cases of laboratory-confirmed and 3 cases of clinical-confirmed COVID-19 were admitted to five hospitals in Zhejiang province, China. Data were collected from 20 January 2020 to 11 February 2020. ResultsOf all 91 patients, 88 (96.70%) were laboratory-confirmed COVID-19 with throat swab samples that tested positive for SARS-Cov-2 while 3 (3.30%) were clinical-diagnosed COVID-19 cases. The median age of the patients was 50 (36.5-57) years, and female accounted for 59.34%. In this sample 40 (43.96%) patients had contracted the diseases from local cases, 31 (34.07%) patients had been to Wuhan/Hubei, 8 (8.79%) cases had contacted with people from Wuhan, 11 (12.09%) cases were confirmed aircraft transmission. In particular within the city of Ningbo, 60.52% cases can be traced back to an event held in a temple. The most common symptoms were fever (71.43%), cough (60.44%) and fatigue (43.96%). The median of incubation period was 6 (IQR, 3-8) days and the median time from first visit to a doctor to confirmed diagnosis was 1 (1-2) days. According to the Chest computed tomography scans, 67.03% cases had bilateral pneumonia. ConclusionsSocial activity cluster, family cluster and travel by airplane were how COVID-19 patients get transmitted and could be rapidly diagnosed COVID-19 in Zhejiang.	Qian, G.-Q.; Yang, N.-B.; Ding, F.; Ma, A. H. Y.; Wang, Z.-Y.; Shen, Y.-F.; Shi, C.-W.; Lian, X.; Chu, J.-G.; Chen, L.; Wang, Z.-Y.; Ren, D.-W.; Li, G.-X.; Chen, X.-Q.; Shen, H.-J.; Chen, X.-M.	2020-02-25	10.1101/2020.02.23.20026856
Clinical features and outcomes of 221 patients with COVID-19 in Wuhan, China	RationaleIn late December 2019, an outbreak of acute respiratory illness, now officially named as COVID-19, or coronavirus disease 2019, emerged in Wuhan, China, now spreading across the whole country and world. More data were needed to understand the clinical characteristics of the disease. ObjectivesTo study the epidemiology, clinical features and outcomes of patients with COVID-19. Methodswe performed a single center, retrospective case series study in 221 patients with laboratory confirmed SARS-CoV-2 pneumonia at a university hospital. Measurements and Main ResultsThe median age was 55.0 years and 48.9% were male and only 8 (3.6%) patients had a history of exposure to the Huanan Seafood Market. Compared to the non-severe pneumonia patients, the median age of the severe patients was significantly older, and they were more likely to have chronic comorbidities. Most common symptoms in severe patients were high fever, anorexia and dyspnea. On admission, 33.0% patients showed leukopenia and 73.8% showed lymphopenia. In addition, the severe patients suffered a higher rate of co-infections with bacteria or fungus and they were more likely to developing complications. As of February 15, 2020, 19.0% patients had been discharged and 5.4% patients died. 80% of severe cases received ICU care, and 52.3% of them transferred to the general wards due to relieved symptoms, and the mortality rate of severe patients in ICU was 20.5%. ConclusionsThe COVID-19 epidemic spreads rapidly by human-to-human transmission. Patients with elder age, chronic comorbidities, blood leukocyte/lymphocyte count, procalcitonin level, co-infection and severe complications might increase the risk of poor clinical outcomes.	Zhang, G.; Hu, C.; Luo, L.; Fang, F.; Chen, Y.; Li, J.; Peng, Z.; Pan, H.	2020-03-06	10.1101/2020.03.02.20030452
